Review,Sentiment
"Replacing Gammell's art is a mistake!: This series influenced me as an artist in profound ways, and it was all because of Stephen Gammell's illustrations",Negative
Disaster: The new illustrations are a complete disaster,Negative
"Gammell Made this Series Great: With respect to Alvin Schwartz, there's nothing terribly inspired about the writing, but it is a children's delivery and I adored it when I was young",Negative
"Artistically censored, DO NOT SUPPORT THIS EDITION!: While walking through Barnes and Noble after Christmas, I was wondering how to spend my gift card",Negative
"Great for product telling: While I do admit that these stories are no longer capable of scaring me, I also understand the fact that",Positive
This is an amazing collection of folklore!!!: This delivery came out a long time ago,Positive
Not what I remembered as a kid,Negative
"Good for younger goters: [got by my daughter] At thirteen and a half years old, I got some of these stories laughing at the end because they were so pathetic",Negative
Disappointed: I was disappointed with this delivery,Negative
The BEST SCI-FI / Adventure delivery I have ever got,Positive
Hiproduct of Fantasy: Very much in the tradition of Edgar Rice Burroughs and H,Positive
Average Lost Civilization Fantasy: Dwellers in the Mirage (1932) by Abraham Grace Merritt - 222 pages - rating: 5,Negative
"Course includes audio, but Amazon does not sell that part",Positive
Racism and Sex: This would have been a very short delivery if all of the racism and sexuality were to be removed,Negative
A disappointment: Is this an exercise video? It moves too slowly with too many breaks to give a decent workout to the intermediate bellydancer,Negative
"Bellydance Magical Motion: I am a first-timer and it can be rather intimidating to admit for an older woman in her mid-forties! I wanted a video that was decent, and this one surely is",Negative
disappointing: I was very dissapointed with the quality of this video,Negative
very simple interpretation of bellydance: I take group bellydance classes and have been to seminars and workshops,Negative
Perfect introductory video: This is a great video for learning basic belly dance technique,Positive
Very helpful: I have been taking Belly Dance lessons for several years,Positive
Belly Dancer from L,Positive
"beginners only, maybe: Beginners who would like a quick view into some dance might take advantage of this video",Negative
"These videos are horrible!: I'm sorry, but these are horrible for teaching belly dance",Negative
It's a shame there are not 0 stars on ratings: Reasons not to buy this video:1,Negative
Scary: I have always wanted to bellydance and got this as my first video,Negative
There are far better tapes out there,Negative
"Frail White Women Wriggle About: While the basic instruction is passable, the technique of most of the dancers, including the instructor, is mediocre to poor",Negative
should have known better: For basic instruction this tape is OK,Negative
"Not My Favorite: I found this tape very disappointing, it was fun to watch once, but the amount of information provided was very small and too choppy",Negative
"Excellent introduction, not workout video",Positive
Great Introduction - A classic: This was one of the first Bellydance instructional videos on the market and I believe Atea did not have the in front of the camera experience and production assistance of many of the slicker more current videos/DVDs,Positive
"Unreliable: Since I have ordered for this product and inspite of the company debiting the total amount for the product from my account, I have not recieved the product till date",Negative
a trip to ungotable: This attempt at discussing documentary film is fraught with difficulties for the goter,Negative
Bill Nichols should not be allowed to write: Bill Nichols is full of words and empty of thought,Negative
"The original recording probably sounded good, but the mastering on this CD is poor",Negative
"the other reviewer is right: Unfortunately, there is a major problem with the sound on this album and it's so bad that it makes this album unacceptable and a waste of your money",Negative
buying cd eurovision delux: It would be helpful if you could put what songs are on this cd as I have a few and wouldn't like to duplicate them,Negative
mediocre: i didn't care for this cd,Negative
great: Great tools well made heavy duty can not beat then for the price would recommend to anyone looking for good tools,Positive
Nice color: I looked far and wide for a medium to light brown eyeliner pencil and this one turned out to be perfect,Positive
"Blade of the Ripper: The title of this film was originally ""Next""",Positive
The Strange Vice of Mrs,Negative
Product returned but replacement excellent: The product was damaged when received so I returned it,Positive
White Suspenders: The suspenders I ordered were just what I was looking for and they were delivered in a timely fashion in time for my boyfriend's birthday!,Negative
SYNTHASIZED HARMONY: ELECTRIC SYKCHURCH IS A WONDERFUL EXAMPLE OF TODAYS RAVE SCENE,Positive
"HOLLYWWOD ""BAD BOYS"": The Bad Boys of Hollywood as you have never seen them before",Positive
Altitude IV: I have been buying Hi-Tec for years,Positive
Fine product: I received my Hi-Tec Altitude boots and am very pleased,Positive
"great 4 hiking: The ""Fours"" recently purchased are just as comfortable and supportive,right of the box-as were my two previous ""Fours""",Positive
Awesome hiking boot: These are my 1st pair of Hi-Tec boots and I could recommend them to anyone looking for a quality product at a great price,Positive
Not Good Anymore!: I have owned these boots for years,Negative
"Excellent for the Price: My ex bought these for me for $70 to get me into hiking here in the Cascades around Seattle (I have always hiked wearing regular shoes, but on flatter terrain in Northern California)",Positive
