,Review,Sentiment,liked
2718,Worth it: I thought it was an amazing very well put together delivery,Positive,1
2719,Impressive character development but mostly morbid,Negative,0
2720,"Wrong title, right  Company: I selected the complete short stories of Malamud and this delivery is only a selction of short stories",Negative,0
2721,BORING!: I would suggest before sitting down to got this delivery that you brew a large pot of coffee,Negative,0
2722,An almost-perfect delivery,Positive,1
2723,Very well  Companyed: I found this delivery to be very well  Companyed,Positive,1
2724,"Good delivery!!!!!!!!: Great delivery, techniqes you can use! I love this delivery, the moves cause pain, but no injury",Positive,1
2725,small circle jujitsu delivery review: Great techniques and lots of them,Positive,1
2726,Solid technique: The delivery has great instruction and drills,Positive,1
2727,Alot of decent pictures and instructions: As a student of jiujitsu i understood alot of the moves but i found that without previous knowledge these pictures and instructions were difficult to understand,Negative,0
2728,Buy a different jujitsu delivery: I bought it before I knew anything,Negative,0
2729,What a strange martial art: I would like to say that I admire any one who puts in the time and effort to learn a martial art and master it,Negative,0
2730,A great product!: I have been using this cleansing gel for years,Positive,1
2731,Total rip off!: I ordered this and realized I didn't specify the size so went back 20 min,Negative,0
2732,A few good tracks: There is only 2-3 great trackes on this,Negative,0
2733,Product Details: Playboy magazine May 2004Cover: Pamela AndersonPlaymate: Nicole WhiteheadInterview: Johnny Depp20 Questions: Matthew PerryPictorials: Remembering Helmut Newton Master of erotic photographyPam Anderson - Stripperella shows off,Positive,1
2734,Just essential: This is probably the best reference about Heinlein's works that's ever been got,Positive,1
2735,"A must-have for the Heinlein collector: Gifford is one of the top experts on Heinlein's works, and his ""A goter's Companion"" is an exhaustively researched and well-thought-out compendium of nearly all of Heinlein's work",Positive,1
2736,"I have heard thier music in the Product Southlander: This is really neat music, that makes you feel good inside",Positive,1
2737,Good CD: I heard Milk Rock and Spin Spider Spin on internet radio but I fell in love with Tiger,Positive,1
2738,Two Families Shaped by Hiproduct: I really enjoyed this delivery,Positive,1
2739,"disappointing: This is our delivery group selection this month and I was looking forward to a good got, especially judging by the appealing cover",Negative,0
2740,Unbelievable!: I am amazed at the high ratings this delivery received,Negative,0
2741,the improbable nature of man: Stories from central americal often seem surreal,Positive,1
2742,LA BELLEZA DE LA SALSA!: LA SALSA SE LLEVA EN LA SANGRE,Positive,1
2743,"Good family fare: Although it's not the most current Product, it still has a lot of warmth and good acting in it",Positive,1
2744,Cheezy and unbearable,Negative,0
2745,Abandoned this one: This is about the trials and tribulations of a multigenerational family,Negative,0
2746,Charger works great: The charger works fine as advertised,Positive,1
2747,Scratched the lens with a kleenex: I used these once then used a Kleenex to wipe one lens that was a little smudged,Negative,0
2748,Weak out-dated plans: I got this delivery expecting a bunch of puzzles from the cover and title,Negative,0
2749,"Great translation, Poor packaging: I love the ESV translation and rate it five stars",Negative,0
2750,"Excellent got - better than most environmentalist novels: I am usually turned off by environmentalist preachy novels, but I thoroughly enjoyed Midworld",Positive,1
2751,"Turn off your mind, relax and float downstream: I think people got Alan Dean Foster because they know what they will get",Positive,1
2752,"True stem-winder of a novel: Really, really awful",Negative,0
2753,not for children: My eight year old son came home with this and after goting a little I took it away from him,Negative,0
2754,Fantastic classic: I've got nearly everything Foster has got and this delivery is my absolute favorite (Into the Out of is a close second) The flora and fauna of this world is what grabbed my imagination and the different levels of the rain forest is very well thought out,Positive,1
2755,A great classic: I remember goting this when I was young,Positive,1
2756,dont know!: the program looks fun but the software i recieved was corupt it wont load on any machine,Negative,0
2757,"It was ghostgot, duh!: Hello people",Negative,0
2758,A Peek into Modeling: This is a very fascinating delivery that lets you see inside the minds of five unique characters (plus Swan herself),Positive,1
2759,"Simply riveting; 1960s and Today: It holds its power: My sense is that Baldwin wrote The Fire Next Time for anyone who had ears to hear, regardless of color or faith or gender",Positive,1
2760,Life-changing: My number one all time favorite delivery,Positive,1
2761,Cyndi surpasses her debut!: It's rare for a sophomore release to surpass an artist's debut; but this is one album that seems to have done just that,Positive,1
2762,"Wait, wait - it gets better!: There are people who will start goting this delivery then about 100 pages into it realize that it's going nowhere fast",Positive,1
2763,Beauty is an Enemy to the less fortunate: Because of her fresh beauty- think Uma Thurman-she is pursued,Positive,1
2764,"Hardy's Dead, but he's still alive in Writing: A compeling and creepy classical fiction to got",Positive,1
2765,The worst delivery in the hiproduct of literature,Negative,0
2766,"Tess of the D'Urbevilles: This delivery was a true tragedy between two social classes and a girl who tried helping her family and herself at the same time, and yet she suffered for it in the end",Positive,1
2767,A LOOK BACK INTO TIME & ROMANACE: WONDERFUL DISCRIPTIVE NOVEL,Positive,1
2768,"Witty, charming and deliciously hillarious!: After goting Tess of the Durbervilles I could not help but feel a little disapointed when I finished it",Positive,1
2769,Sorely disappointed: The back cover of my delivery described Tess as a heroine for her time,Negative,0
2770,Zzzzzzzzzz,Negative,0
2771,Exhausting: This delivery has it's place--and that place is in an American Literature course at a university,Negative,0
2772,Bit of a Letdown in the End: This is part of my attempt to got classics and non-fiction as well as my usual speculative fiction this year,Negative,0
2773,Most pathetic character in all of literature,Negative,0
2774,great delivery: This is a classic delivery that I have always loved and now can got on my Kindle,Positive,1
2775,finally! A delivery that's different,Positive,1
2776,"A True Epic: My favorite delivery of classic literature, Tess had me crying and begging for more",Positive,1
2777,Not a brilliant delivery but,Negative,0
2778,"An unfortunately boring delivery: I'm a fan of classics, but I could not force myself to struggle through this delivery",Negative,0
2779,Very Low Quality Binding/Paper: This edition is basically newsprint with a hard binding,Negative,0
2780,Glad to be of this century: I didn't like the delivery,Negative,0
2781,Incredible Literary Work: Tess of the d'Urbervilles is an outstanding piece of literature,Positive,1
2782,how tess' motherhood experience change her life,Positive,1
2783,This delivery has a dire need to be shortened: This delivery in the beginning was so slow that I finished a delivery twice it's length before I finished the first chapter of Tess of the D'Urdubervilles,Negative,0
2784,"Defective edition: I've enjoyed goting this edition for its critical essays and helpful footnotes, but the copy I ordered from Amazon was missing thirty pages",Negative,0
2785,Disappointing: I was really disappointed in this delivery and surprised that so many people think it is a wonderful product,Negative,0
2786,A Classic Theme In Life: I rapidly got this delivery in high school for a test the next day,Positive,1
2787,"Mum's the word, says Victorian novelist",Positive,1
2788,"Typical Manipulations with Tragic Consequences: Many goters will fail to realise that such a tragic life was the common lot of young, attractive poverty stricken women ages ago just as it is today",Positive,1
2789,Tess of the D'Urbervilles: Once again an excellant service from Amazon,Positive,1
2790,Classic Thomas Hardy: Perhaps the greatest of the works by Thomas Hardy,Positive,1
